Company Name,Company Name for Emails,# Employees,Industry,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Final Analysis of Qualification 3345,Prerequisite: Research Target Company,Assign as B2B or B2C 4355,Know if a company had executive changes 6825,Determine research guidelines 6759,Research target company 5822,E-Commerce Platform,Qualify Account,Prerequisite: Determine Research Guidelines,Column 1,Column 2
2nd Amendment Wholesale,2nd Amendment Wholesale,9,sporting goods,http://www.2ndamendmentwholesale.com,http://www.linkedin.com/company/2nd-amendment-wholesale,https://www.facebook.com/2ndamendmentwholesale,https://twitter.com/2ndamdwholesale,,,,,,,"sporting goods manufacturing, gun store inventory, tactical equipment and supplies, firearm optics, wholesale firearms, ar-15 parts, gun accessories wholesale, firearms distribution, wholesale trade, gun parts kits, scopes and sights, survival gear, suppressor accessories, nfa firearms, non-nfa firearms, firearms wholesale, plate carriers, firearm parts, reactive targets, military-grade gear, accessories, b2b, firearm accessories distributor, rifle parts, tactical equipment wholesale, ammo supplies, e-commerce, tactical gear, magpul accessories, bolt carrier groups, gun accessories, firearms and ammunition manufacturing, magazines, gun parts supplier, firearm training gear, licensed firearm distributor, gun holsters, pistol parts, gun store equipment, gun cleaning supplies, ar-15 lower receivers, pistol braces, rifle barrels, muzzle devices, tactical tools, firearm recoil buffers, other miscellaneous durable goods merchant wholesalers, gun store supplies, firearm safety levers, red dot sights, body armor wholesale, suppressors, body armor, firearm upgrades, gas masks, firearms, tactical_gear, body_armor, gun_parts, ammunition, nfa, non-nfa, wholesale, firearm_parts, gun_upgrades, military_gear, firearm_safety, scopes, red_dots, suppressor_accessories, gun_armor, gas_masks, plate_carriers, reactive_targets, tactical_tools, consumer internet, consumers, internet, information technology & services, publishing, media",+1 855-434-2486,"Route 53, Amazon SES, Constant Contact, Gmail, Google Apps, MailChimp SPF, Amazon AWS, CloudFlare, UPS, Magento, Google Font API, Mobile Friendly, New Relic, Nginx, Google Tag Manager, Remote",,,,,,,68c19ef053185b0001bac053,5099,42399,"2nd Amendment Wholesale is a firearms wholesale distribution company that serves Federal Firearm Licensed (FFL) retailers across the United States. As a 100% wholesale distributor, it supplies firearms, ammunition, and related accessories exclusively to gun shops and sporting goods retailers, without selling to the general public.

The company emphasizes fast shipping, excellent customer service, and competitive pricing, offering a broad selection of leading firearm brands. To help smaller dealers compete with larger distributors, 2nd Amendment Wholesale has developed an innovative system called Allocation Points™, which ensures fair access to new products. They also provide technology integrations, such as a partnership with Celerant, allowing dealers to access their product catalog directly from point-of-sale systems. This integration aids in maintaining ATF compliance and streamlining inventory management.

Additionally, 2nd Amendment Wholesale utilizes advanced e-commerce and warehouse management solutions to enhance order management and dealer interactions. Their dealer portal enables authorized retailers to place wholesale or dropship orders with custom pricing, supporting seamless business operations and growth for both the distributor and its dealers.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6926aae0586cdc0001211718/picture,,,,,,,,,,,,,,,,
Abrona International,Abrona International,,,http://www.abrona.com,,,,,,,,,,,,,,,,,,,68c19ef053185b0001bac065,,,,,,,,,,,,,,,,,,,,,
ACORP Archery,ACORP Archery,,,http://www.acorparchery.com,,,,,,,,,,,,,,,,,,,68c19ef053185b0001bac073,,,,,,,,,,,,,,,,,,,,,
Adaptive Tactical,Adaptive Tactical,4,mining & metals,http://www.adaptivetactical.com,http://www.linkedin.com/company/adaptive-tactical-llc,https://www.facebook.com/AdaptiveTactical,https://twitter.com/AdaptiveTact,,,,,,,mining,+1 208-442-8000,"Cloudflare DNS, Outlook, Google Font API, Vimeo, Mobile Friendly, Google Tag Manager, Shopify",,,,,,,68c19ef053185b0001bac07b,,,"Adaptive Tactical designs firearm accessories which improve speed, performance, and versatility for military/LE, home defense, and sport applications.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,,,,,,,,,
ADCO Arms,ADCO Arms,1,retail,http://www.adcofirearms.com,http://www.linkedin.com/company/adco-firearms,https://facebook.com/pages/Sylvania-OH/Adco-Firearms/57415487002,,,,,,,,,+1 419-882-8079,"WordPress.org, Mobile Friendly, Google Tag Manager, Woo Commerce, Apache, Remote, Android, Reviews",,,,,27067000,,68c19ef053185b0001bac07c,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,,,,,,,,,,,,,,,,
Air Venturi,Air Venturi,5,sporting goods,http://www.airventuri.com,http://www.linkedin.com/company/air-venturi,https://facebook.com/airventuri,https://twitter.com/airventuri,,,,,,,"air gun products, sporting goods, air rifles, air pistols, sporting goods manufacturing, airgun target systems, retail, airguns, airgun tuning, airgun silencers, airgun accuracy, airgun tanks, modular air rifles, airgun precision, airgun maintenance, wholesale trade, regulated pcp rifles, b2c, airgun parts, airgun innovation, airgun targets, airgun reliability, pcp air rifles, omnipiston system, airgun competition, airgun hunting, manufacturing, b2b, air compressors, e-commerce, airgun safety, airgun performance, frangible bbs, portable air compressors, d2c, airgun accessories, airgun safety standards, services, airgun scopes, high-pressure air tanks, all other miscellaneous manufacturing, airgun technology, airgun compressors, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+1 216-220-1180,"Cloudflare DNS, Amazon SES, Gmail, Postini, Google Apps, Zendesk, CloudFlare Hosting, Atlassian Cloud, Angular JS v1, Mobile Friendly, Shopify, YouTube, WordPress.org, Google Tag Manager, Circle",,,,,,,68c19ef053185b0001bac0a1,5099,33999,"Air Venturi is an importer and distributor for leading international airgun brands. For stocking dealers, distributors and drop-shippers, Air Venturi is a one-stop shop for airguns, accessories and ammo.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6706e3503bc978000136e6d8/picture,,,,,,,,,,,,,,,,
Al Mar Knives,Al Mar Knives,2,sporting goods,http://www.almarknives.com,http://www.linkedin.com/company/al-mar-knives,https://www.facebook.com/AlMarKnives,https://twitter.com/almarknives,,,,,,,"premium cutlery, kitchen cutlery, everyday carry knives, tactical knives, sporting goods manufacturing, military issue knives, all other fabricated metal product manufacturing, knife warranty, distribution, law enforcement knives, green beret knives, special forces approved knives, precision knives, retail, lightweight knives, military equipment, combat fixed blades, military combat gear, custom military knives, knives, manufacturing, high-performance knives, self-defense knives, knife design, precision craftsmanship, survival gear, professional knives, hunting knives, knife customization, premium steel, knife manufacturing, blade technology, outdoor and tactical knives, custom knives, outdoor knives, government, fixed blades, survival knives, outdoor survival tools, survival-evasion-resistance-escape knives, military-grade knives, fighting knives, high-strength tactical blades, survival tools, precision engineering, first responder knives, military knives, handmade knives, custom knife quality, folding knives, special forces knives, knife repair, special operations knives, law enforcement gear, law enforcement tactical knives, combat gear, military tactical folders, b2b, sere series, knife accessories, ergonomic handle, combat knives, military and law enforcement knives, sere knives, strength and durability, knife innovation, custom-quality design, knife materials, blade strength, reliable knives, military knife design, compact knives, military survival knives, tactical gear, reliability and strength, self-defense tools, outdoor equipment, reliable cutting tools, e-commerce, handcrafted knives, tactical fixed blades, b2c, consumer products & retail, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+1 877-960-2491,"Gmail, Google Apps, Typekit, Squarespace ECommerce, Stamped, Reviews",,,,,2031000,,68c19ef053185b0001bac0aa,3399,33299,"Since 1979, Al Mar Knives™ has been committed to making unique designs at quality levels that rival custom, hand-made knives. Today, each knife crafted by Al Mar is hand-finished and hand-sharpened by craftsmen dedicated to creating the very best possible. Each Al Mar knife features flat-ground blades for strength and superior performance - and that's just one reason to trust the Al Mar name. At Al Mar Knives, A Warrior's Edge™ means Factory Perfection™.",1979,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,,,,,,,,,
Alro Steel,Alro Steel,2300,mechanical or industrial engineering,http://www.alro.com,http://www.linkedin.com/company/alro,https://www.facebook.com/Alrosteel,https://twitter.com/alrosteel,,,,,,,"alro metals, alro plastics, alro metals outlet, alro steel, aluminum, steel, plastic, stainless steel, tube laser, alloys, tool steel, metal, metals distribution, engineering plastics, copper, brass, metal processing, plastics distribution, red metals, metal sales, plastic sales, uhmw, acetal, nylon, structural steel, plasma cutting, waterjet cutting, laser cutting, plate laser, manufacturing, precision plate sawing, energy, cnc routing, plastic welding, engineering, services, d2c, structural steel shapes, medical grade plastics, metal service centers and other metal merchant wholesalers, industrial hardware, metals manufacturing, waterjet technology, plastic sheets, energy sector supplies, retail outlets, medical equipment, processing services, inventory variety, fiberglass pultrusions, automotive supplies, specialty alloys, industrial supplies, customer service, next-day delivery, processing capabilities, medical plastics, material grades, metal plates, aerospace, diy metal supplies, custom processing services, automotive, metal sheets, machining, custom fabrication, construction materials, b2b, metal and plastics for oem, custom cut-to-size, tool steel grades, distribution, cad/cam services, metals, plastic shapes, logistics network, b2c, metal and plastic retail outlets, plastics, metal shapes, plate laser cutting, structural shapes, shearing, custom metal parts, high performance plastics, cnc machining, fast turnaround processing, performance plastics, e-commerce, waterjet cutting (5 axis), precision machining, cnc milling, thermal processing, construction, fiberglass laminates, precision fabrication, aerospace materials, plastic processing, online shopping, remnants and drops, industrial supply chain, tube cutting, fast delivery, cutting services, metal and plastics for manufacturing, plastics manufacturing, fabrication, shearing services, alloy metals, metal fabrication, custom metal forming, industrial material sourcing, b2b supply chain, plastic tubes, metal bars, inventory management, plastic rods, manufacturing sector, metal rebar, cut to size, retail outlet, metals processing, plastics processing, aluminum products, carbon steel, bronze, cast iron, expanded metal, steel tubing, bending and forming, saw cutting, oxy-fuel cutting, precision milling, machining services, high-performance plastics, fiberglass materials, medical-grade plastics, industrial materials, full inventory, bulk ordering, technical support, service excellence, supply chain efficiency, quality assurance, remnant sales, discount pricing, prime materials, 24/7 shopping, tailored solutions, value-added processing, metal distribution, plastic distribution, custom processing, cut-to-size, mechanical or industrial engineering, chemicals, machinery, consumer internet, consumers, internet, information technology & services, building supplies, home services, local services, metal fabricators",+1 517-787-5500,"Cloudflare DNS, Sendgrid, SendInBlue, Outlook, Microsoft Office 365, CloudFlare Hosting, Oracle Cloud, Multilingual, Nginx, Google Analytics, Vimeo, iCIMS, Cedexis Radar, Facebook Login (Connect), New Relic, WordPress.org, Facebook Custom Audiences, Google Maps, Adobe Media Optimizer, ASP.NET, Facebook Widget, Google Tag Manager, Mobile Friendly, Google Maps (Non Paid Users), YouTube, Google Font API, Remote",,,,,3500000000,3,68c19ef053185b0001bac0c3,5093,42351,"Alro Steel is a prominent distributor of metals, industrial supplies, and engineering plastics, founded in 1948 in Jackson, Michigan, by brothers Al and Robert Glick. The company began during a steel shortage from World War II, connecting businesses in need of steel with those that had excess supply. Today, Alro operates over 80 locations across 16 states, serving more than 25,000 manufacturing customers with next-day delivery services.

Alro offers a wide range of products, including various metals and performance plastics, along with industrial supplies to support manufacturing needs. The company provides processing services such as cut-to-size options for metals and plastics, available both online and at retail outlets. Alro's online store allows customers to purchase materials 24/7, and its retail outlets offer prime materials and remnants at discounted prices, along with expert advice and on-the-spot cutting services. Alro Steel is dedicated to customer service and teamwork, fostering a culture of respect and support for both customers and employees.",1948,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6935b9712fa9ab0001b25213/picture,,,,,,,,,,,,,,,,
American Animal Arms,American Animal Arms,,,,,,,,,,,,,,,,,,,,,,68c19ef053185b0001bac0d0,,,,,,,,,,,,,,,,,,,,,
AmmoReady,AmmoReady,6,information technology & services,http://www.ammoready.com,http://www.linkedin.com/company/ammoready,,,,,,,,,"technology, information & internet, gun-friendly credit card processing, inventory management, fraud detection, caliber filtering, automated shipment notifications, gun store website builder, retail, dropshipping firearms, ffl locator, gun store seo, allocation points system, b2b, b2c, gun store dropshipping, real-time product feeds, ecommerce, ssl encryption, d2c, inventory synchronization, nfa product support, pos system, services, mobile-ready website, gun accessories dropshipping, abandoned cart reminders, ffl point of sale, e-commerce, merchant processing, software development, pos integration, firearms, firearms retail software, dropshipping solutions, distributor integration, order tracking, ecommerce platform, supply chain management, firearm transfer logistics, product catalog management, multi-catalog management, point of sale, firearms ecommerce, custom themes for gun stores, multi-distributor support, custom storefront, back in stock notifications, online gun store, distributor catalog integration, merchant processing for firearms, custom product pages, dropshipping, pos, distributor feeds, ffl, nfa, custom website, abandoned cart, back in stock, information technology & services, computer & network security, consumer internet, consumers, internet, logistics & supply chain, payments, financial services, enterprise software, enterprises, computer software",+1 800-566-8082,"DNSimple, Gmail, Google Apps, Amazon AWS, Google Cloud Hosting, Google Analytics, YouTube, Mobile Friendly, Shutterstock, Nginx, WordPress.org, Google Tag Manager, ShipStation",,,,,,,68c19ef053185b0001bac0e7,5999,,"AmmoReady.com is a Greenville, SC based startup focused on developing innovative solutions for the firearms industry. Our cloud-based platform includes inventory and catalog management, advanced order fulfillment, dropshipping to third party FFLs, ecommerce storefronts, mobile payments, and point of sale.",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69301454374eb4000178b1c4/picture,,,,,,,,,,,,,,,,
AMUT,AMUT,150,machinery,http://www.amut.it,http://www.linkedin.com/company/amutgroup,,,,,,,,,"plastics, extrusion, recycling, packaging, film, waste management, sorting, washing, pet recycling, machinery manufacturing, extrusion lines, de-labeling systems, plastic extrusion, membranes for roofing, decontamination pet, plastic sorting and washing, edgebanding lines, multi-layer membranes, recycling of thermoformed skeletons, multi-layer co-extrusion, industrial machinery manufacturing, recycling of industrial waste, foils and sheets production, italy manufacturing, custom-engineered lines, high-speed extrusion, bottle to packaging technology, waste management equipment, pet full body sleeve removal, b2b, services, pipe extrusion, automotive, recycling for construction membranes, recycling technology, green solutions, corrugated panels, medical devices, plastic recycling, solar panel eva foil, pipes and profiles, circular economy, pet bottle recycling, membrane extrusion, recycling automation, recycling plants, sheet extrusion, high tensile strength pipes, closed loop water recirculation, food grade pet sheets, lightweight pet bottles recycling, plastics industry, construction materials, manufacturing, sustainable solutions, automotive sheets, medical tubing extrusion, chemicals, shipping, logistics & supply chain, media, hospital & health care, mechanical or industrial engineering",+39 0321 6641,"Microsoft Office 365, Mobile Friendly, Nginx, WordPress.org, AI, Render, Circle, IoT, Remote",,,,,17700000,,68c19ef053185b0001bac0e8,3552,33324,"AMUT is an Italian company founded in 1958, headquartered in Novara, Italy. It specializes in the design, manufacture, and supply of extrusion and recycling technologies for thermoplastic materials. With over 50 years of experience, AMUT has established itself as a global leader in its field, known for its innovative solutions and strong customer service, supported by a skilled engineering team and a dedicated R&D department.

The company produces a wide range of extrusion lines for various plastic products, including cast film, sheets, tubing, and profiles. AMUT also designs and builds advanced recycling plants for sorting and washing plastics, covering the entire circular treatment process. Its product offerings include custom-engineered machinery for both extrusion and recycling, ensuring tailored solutions for its clients in the plastics manufacturing and recycling industries worldwide.",1958,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69285c29ca927a000101e11e/picture,,,,,,,,,,,,,,,,
Anderson Quality Spring,Anderson Quality Spring,16,mechanical or industrial engineering,http://www.andersonqualityspring.com,http://www.linkedin.com/company/anderson-quality-spring-manufacturing-inc-,https://facebook.com/andersonqualityspring,,,,,,,,"custom spring manufacturing, wire forming, coiling, wave springs, flat wound springs, automotive & truck, defense & security, electronics, knife & tool, aerospace, motorcycle, industrial, commercial, consumer, compression springs, torsion springs, double torsion, clock springs, double leg, shaped wire, design recommendations, data driven, industrial manufacturing, special finishing, precision manufacturing, medical devices, medical device springs, custom springs, wire forms, automotive parts, engineering support, motorsport, medical, automotive, b2b, government, quality certification, spring design, firearm springs, electronic, cnc coiling, firearm, shot peening, aerospace springs, all other fabricated metal product manufacturing, services, custom manufacturing, healthcare, manufacturing, computer hardware, hardware, hospital & health care, health care, health, wellness & fitness, mechanical or industrial engineering",+1 866-652-9370,"Sendgrid, reCAPTCHA, Google Tag Manager, Vimeo, Mobile Friendly, Nginx, Gauges, Google Font API, Quantcast, WordPress.org, Remote",,,,,,,68c19ef053185b0001bac0e9,3399,33299,"AQS is a manufacturer of custom coil springs and formed metal products. We work with global manufacturing companies worldwide in the automotive, truck, aerospace, defense, medical, dental, electronic, sporting goods and many other industries. Our partners have benefited from our world-class design/engineering assistance and rapid prototyping to support R&D efforts. Our partnership can even be leveraged to impact pricing and lead times through our vendor-managed inventory programs for stock parts. We are ISO9001:2015  and IATF16949:2016 registered.

Our capabilities range from simple coil springs, to exotic metal forms, to wave springs, and beyond. If your company is looking for a technologically diverse, quality committed, service focused, supplier of spring products, you have come to the right company.",1993,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6927f9295b3ad3000114fe10/picture,,,,,,,,,,,,,,,,
Applied Optics Center,Applied Optics Center,,,,,,,,,,,,,,,,,,,,,,68c19ef053185b0001bac0fa,,,,,,,,,,,,,,,,,,,,,
ARC Group,ARC Group,120,investment banking,http://www.arc-group.com,http://www.linkedin.com/company/arc-group-limited,,,,,,,,,"corporate finance, investment, m, a, preipo, fund, financial consulting, private equity, spac, brokerdealer, underwritter, strategy, management consultancy, strategic transaction planning, broker-dealer, financial innovation, market trend analysis, market risk mitigation, financial services, strategic advisory, international markets, global reach, reverse takeover, ipo journey management, asset management, capital markets strategy, multi-jurisdictional deals, transaction management, market expansion, private placement advisory, long-term investment planning, cross-border m&a, client relationship management, asian markets, public offerings, regulatory navigation, spac m&a advisory, regulatory compliance, client-focused, underwriting rights, industry-specific financial solutions, emerging market investment, capital raising, top-ranked firm, capital market integration, securities and commodity contracts intermediation and brokerage, financial technology, international capital access, specialized underwriting, ipo advisory, investment fund management, spac listing, ipo, m&a, m&a advisory, underwriting services, cross-border transactions, bespoke financial advisory, capital markets, financial solutions, global transaction execution, market development strategies, wealth management, market entry strategies, market positioning, financial advisory, long-term success, industry recognition, despac, investment banking, market expertise, regulatory environment expertise, mergers and acquisitions (m&a), spac advisory, debt financing, equity financing, market entry strategy, supply chain management, sourcing, operational improvement, risk management, consulting services, venture capital, business development, strategic planning, interim management, esg compliance, client engagement, transaction advisory, valuation services, due diligence, financial modeling, business strategy, growth strategy, industry expertise, project finance, financial planning, family office services, investment protection, custom financial solutions, tailored investment strategies, emerging markets, institutional investment, asset allocation, performance optimization, compliance advisory, sector-specific expertise, business strategy execution, results-oriented solutions, b2b, finance, management consulting, finance technology, information technology & services, mergers & acquisitions, investment management, consulting, venture capital & private equity, logistics & supply chain",+86 21 6266 5010,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, Adobe Media Optimizer, Linkedin Marketing Solutions, ShareThis, Gravity Forms, Google Tag Manager, Cedexis Radar, Google Custom Search, Vimeo, WordPress.org, MailChimp, Google AdWords Conversion, reCAPTCHA, Mobile Friendly, Apache, Google Font API, Circle",,Other,,2024-03-01,3600000000,,68c19ef053185b0001bac0fc,6211,5231,"ARC Group is a global financial services and management consultancy firm with a strong presence in Asia, Europe, and America. The company offers a wide range of financial services, including IPOs, mergers and acquisitions (M&A), financing, asset management, and SPACs. Additionally, ARC Group operates a management consultancy division that addresses challenges faced by companies in both Asian and Western markets.

With offices in locations such as Hong Kong, Mainland China, Indonesia, Malaysia, Vietnam, India, Sweden, the US, and the UAE, ARC Group supports clients across multiple regions. The firm specializes in strategic transactions and capital markets strategies, helping clients enhance their visibility and position for long-term success. ARC Group also provides industry-specific consulting services to sectors like consumer goods, automotive, energy, technology, and healthcare, focusing on operational improvements and market strategies. Recognized for its expertise, ARC Group has received accolades such as Company of the Year by Frost & Sullivan and Deal of the Year by M&A Worldwide in 2024.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6931132ba446720001a3b04a/picture,,,,,,,,,,,,,,,,
